Current_J0,Temperature_T0,Current_J1,Temperature_J1,Current_J2,Temperature_J2,Current_J3,Temperature_J3,Current_J4,Temperature_J4,Current_J5,Temperature_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Tool Current,Cycle,Robot Protective Stop,Grip Lost,Time of Day
0.109627604484558,27.875,-2.02466869354248,29.375,-1.5314415693283,29.375,-0.998570203781127,32.125,-0.0625398382544517,32.25,-0.152622118592262,32.0,0.295565098524093,-0.0004897554754279,0.001310194376856,-0.132835566997528,-0.0074785286560654,-0.152962237596511,0.0827318429946899,1.0,0.0,0,29841.0
0.595605194568634,27.875,-2.27845644950866,29.3125,-0.866556406021118,29.4375,-0.206096932291984,32.1875,-1.0627623796463,32.25,-0.260763853788375,32.0,-7.39148515616262e-30,-0.0003036502166651,0.002185137476772,0.0016682271379977,-0.0007668273174203,0.0004169016028754,0.50589495897293,1.0,0.0,0,29842.0
-0.229473799467086,27.875,-2.80040836334228,29.3125,-2.3043360710144,29.4375,-0.351499497890472,32.125,-0.668869018554687,32.3125,0.0390712767839431,32.0625,0.136938601732254,0.0077946223318576,0.002185137476772,0.379866957664489,0.0004545622214209,-0.496855854988098,0.0794200301170349,1.0,0.0,0,29843.0
0.065053179860115,27.875,-3.68776774406433,29.3125,-1.2176524400711,29.4375,-1.20911467075347,32.125,-0.81975507736206,32.25,0.153902933001518,32.0,-0.0903003215789794,-0.0049113673157989,-0.0090960143133997,-0.384196132421493,0.0184108391404151,0.425559103488922,0.0833253860473632,1.0,0.0,0,29844.0
0.884140253067016,27.875,-2.93883037567138,29.375,-1.79407620429992,29.4375,-1.20911467075347,32.1875,-0.966426730155944,32.3125,0.178997665643692,32.0,0.126808792352676,0.0055669420398771,0.0011383451055735,-0.353284031152725,0.014993798919022,0.180988609790802,0.0863787531852722,1.0,0.0,0,29845.0
0.118960559368133,27.8125,-2.16254186630249,29.375,-1.21177947521209,29.4375,-0.481833845376968,32.1875,0.0153181906789541,32.3125,0.0648444592952728,32.0625,-4.63951073470525e-05,9.26570428418926e-05,0.0002624108165036,0.0021707837004214,0.000264706701273,-0.0024701610673218,0.188309669494628,1.0,0.0,0,29846.0
0.0861379131674766,27.875,-1.7576470375061,29.375,-0.960633754730224,29.4375,-0.488379955291748,32.1875,0.0065057296305894,32.3125,0.0532493405044078,32.0625,0.0,0.0,0.0,0.0,0.0,1.12103877145985e-44,0.0851918458938598,1.0,0.0,0,29847.0
0.0756569951772689,27.875,-1.83646476268768,29.375,-0.961322426795959,29.4375,-0.512540757656097,32.1875,-0.0218445193022489,32.3125,0.0392284430563449,32.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0870583653450012,1.0,0.0,0,29848.0
-0.186848357319831,27.875,-2.56373834609985,29.375,-1.41893362998962,29.4375,-0.262015104293823,32.1875,0.0999419391155242,32.3125,-0.173527032136917,32.0625,-0.166003569960594,0.0024086537305265,-0.0154825886711478,0.350063204765319,-0.0099855409935116,-0.192710176110267,0.0857853293418884,1.0,0.0,0,29849.0
-0.158912256360054,27.875,-1.75077736377716,29.375,-1.97940039634704,29.4375,-0.184549927711486,32.1875,0.0791570618748664,32.3125,-0.209540769457817,32.0625,0.0983230397105217,0.0049957507289946,-0.016995683312416,0.496241122484207,-0.0173527542501688,-0.588686048984527,0.0850195884704589,1.0,0.0,0,29850.0
1.01408648490905,27.875,-1.87529575824737,29.375,-0.549352586269378,29.4375,-0.782304286956787,32.1875,-0.15929028391838,32.3125,-0.0953236371278762,32.125,0.0025590322911739,-0.0065590990707278,-0.016995683312416,-0.579771041870117,0.0,0.642610073089599,0.0788266062736511,1.0,0.0,0,29851.0
-0.401867747306823,27.875,-3.17460227012634,29.375,-1.05097723007202,29.5,-0.3966792821884149,32.1875,-0.114071279764175,32.3125,0.209455430507659,32.0625,-0.238060280680656,-0.0301450155675411,-0.0327993892133235,0.232323542237281,0.0641457885503768,0.0149858091026544,0.093337595462799,1.0,0.0,0,29852.0
-0.888249158859252,27.875,-1.72417414188385,29.375,-1.74169266223907,29.5,-0.0989516675472259,32.1875,0.279280871152877,32.375,0.0436390526592731,32.0625,0.102189674973487,0.145653635263443,-0.0327993892133235,0.393293470144271,0.0,-0.488444119691848,0.0826457738876342,1.0,0.0,0,29853.0
-0.0488976836204528,27.875,-2.02362823486328,29.4375,-1.57418835163116,29.4375,-0.459635257720947,32.25,0.0923697128891944,32.375,0.0314100719988346,32.125,0.0,0.0,-0.0002650612150318,5.33277726747646e-21,-4.22552103716286e-32,0.0,0.0831531286239624,1.0,0.0,0,29854.0
0.298313319683074,27.875,-1.75552642345428,29.375,-0.730017900466919,29.5,-0.83985149860382,32.25,-0.14594092965126,32.375,0.184525415301322,32.125,0.18175683915615,-0.0368991009891033,0.031121889129281,-0.401681661605834,0.0160146169364452,0.208911523222923,0.0869722962379455,1.0,0.0,0,29855.0
-0.0902507901191711,27.875,-1.67521357536315,29.375,-0.7911878824234,29.5,-0.696012139320373,32.1875,-0.124836757779121,32.375,-0.0206533409655094,32.125,0.0,0.0,0.0,0.0,0.0,5.77902610530145e-05,0.087651789188385,1.0,0.0,0,29856.0
-0.0569290667772293,27.875,-1.60693621635437,29.4375,-0.767417550086975,29.4375,-0.652659654617309,32.25,-0.17290636897087,32.4375,0.0252373553812503,32.125,0.0,0.0017609876813367,0.0,-0.0015206084353849,0.0,0.0,0.172946810722351,1.0,0.0,0,29857.0
-0.0755977928638458,27.875,-4.540940284729,29.4375,-0.767417550086975,29.5,-1.12429690361022,32.25,0.0081495521590113,32.375,-0.140795201063156,32.125,-0.294959306716918,-0.0074193147011101,-0.0612916275858879,0.963651299476623,-0.0352229885756969,-0.707988858222961,0.0864649415016174,1.0,0.0,0,29858.0
0.565559923648834,27.875,-2.89270639419555,29.4375,-0.898230552673339,29.5,-0.578501045703887,32.25,0.877194166183471,32.375,-0.0136818084865808,32.125,0.0010122150415554,0.007126607466489,-0.0612916275858879,-0.536637425422668,7.46452060411684e-05,0.665149807929992,0.083918809890747,1.0,0.0,0,29859.0
-0.177748024463653,27.9375,-2.96066641807556,29.4375,-1.93753981590271,29.5,-0.132591009140014,32.25,0.250593960285186,32.4375,0.220356836915016,32.125,-0.0219503846019506,0.0094801876693964,0.0076801506802439,0.0841713771224021,0.0428106226027011,-0.109235197305679,0.083239197731018,1.0,1.0,0,29860.0
